,problem,num_incontext,attempt,accuracy,source
"(116, 19.0, 905)",19.0,4.0,116,1.0,Human Data
"(116, 19.0, 906)",19.0,5.0,116,1.0,Human Data
"(116, 19.0, 907)",19.0,6.0,116,1.0,Human Data
"(116, 19.0, 908)",19.0,7.0,116,1.0,Human Data
"(116, 19.0, 7)",19.0,8.0,116,1.0,Human Data
"(116, 19.0, 8)",19.0,9.0,116,1.0,Human Data
"(116, 20.0, 839)",20.0,1.0,116,0.0,Human Data
"(116, 20.0, 840)",20.0,2.0,116,1.0,Human Data
"(116, 20.0, 841)",20.0,3.0,116,0.0,Human Data
"(116, 20.0, 842)",20.0,4.0,116,1.0,Human Data
"(116, 20.0, 843)",20.0,5.0,116,0.0,Human Data
"(116, 20.0, 844)",20.0,6.0,116,1.0,Human Data
"(116, 20.0, 845)",20.0,7.0,116,1.0,Human Data
"(116, 20.0, 846)",20.0,8.0,116,0.0,Human Data
"(116, 20.0, 847)",20.0,9.0,116,1.0,Human Data
"(116, 21.0, 857)",21.0,1.0,116,1.0,Human Data
"(116, 21.0, 858)",21.0,2.0,116,0.0,Human Data
"(116, 21.0, 859)",21.0,3.0,116,1.0,Human Data
"(116, 21.0, 860)",21.0,4.0,116,1.0,Human Data
"(116, 21.0, 861)",21.0,5.0,116,1.0,Human Data
"(116, 21.0, 862)",21.0,6.0,116,1.0,Human Data
"(116, 21.0, 863)",21.0,7.0,116,0.0,Human Data
"(116, 21.0, 864)",21.0,8.0,116,0.0,Human Data
"(116, 21.0, 865)",21.0,9.0,116,1.0,Human Data
"(116, 22.0, 848)",22.0,1.0,116,1.0,Human Data
"(116, 22.0, 849)",22.0,2.0,116,1.0,Human Data
"(116, 22.0, 850)",22.0,3.0,116,0.0,Human Data
"(116, 22.0, 851)",22.0,4.0,116,0.0,Human Data
"(116, 22.0, 852)",22.0,5.0,116,1.0,Human Data
"(116, 22.0, 853)",22.0,6.0,116,1.0,Human Data
"(116, 22.0, 854)",22.0,7.0,116,1.0,Human Data
"(116, 22.0, 855)",22.0,8.0,116,1.0,Human Data
"(116, 22.0, 856)",22.0,9.0,116,1.0,Human Data
"(116, 23.0, 830)",23.0,1.0,116,1.0,Human Data
"(116, 23.0, 831)",23.0,2.0,116,1.0,Human Data
"(116, 23.0, 832)",23.0,3.0,116,1.0,Human Data
"(116, 23.0, 833)",23.0,4.0,116,1.0,Human Data
"(116, 23.0, 834)",23.0,5.0,116,0.0,Human Data
"(116, 23.0, 835)",23.0,6.0,116,1.0,Human Data
"(116, 23.0, 836)",23.0,7.0,116,1.0,Human Data
"(116, 23.0, 837)",23.0,8.0,116,0.0,Human Data
"(116, 23.0, 838)",23.0,9.0,116,1.0,Human Data
"(120, 1.0, 1091)",1.0,1.0,120,0.0,Human Data
"(120, 1.0, 1092)",1.0,2.0,120,1.0,Human Data
"(120, 1.0, 1093)",1.0,3.0,120,1.0,Human Data
"(120, 1.0, 1094)",1.0,4.0,120,1.0,Human Data
"(120, 1.0, 1095)",1.0,5.0,120,1.0,Human Data
"(120, 1.0, 1096)",1.0,6.0,120,1.0,Human Data
"(120, 1.0, 1097)",1.0,7.0,120,1.0,Human Data
"(120, 1.0, 1098)",1.0,8.0,120,1.0,Human Data
"(120, 1.0, 8)",1.0,9.0,120,1.0,Human Data
"(120, 2.0, 1126)",2.0,1.0,120,0.0,Human Data
"(120, 2.0, 1127)",2.0,2.0,120,1.0,Human Data
"(120, 2.0, 1128)",2.0,3.0,120,0.0,Human Data
"(120, 2.0, 1129)",2.0,4.0,120,1.0,Human Data
"(120, 2.0, 1130)",2.0,5.0,120,0.0,Human Data
"(120, 2.0, 1131)",2.0,6.0,120,0.0,Human Data
"(120, 2.0, 1132)",2.0,7.0,120,1.0,Human Data
"(120, 2.0, 1133)",2.0,8.0,120,1.0,Human Data
"(120, 2.0, 1134)",2.0,9.0,120,1.0,Human Data
"(120, 3.0, 1075)",3.0,1.0,120,1.0,Human Data
"(120, 3.0, 1076)",3.0,2.0,120,1.0,Human Data
"(120, 3.0, 1077)",3.0,3.0,120,1.0,Human Data
"(120, 3.0, 1078)",3.0,4.0,120,1.0,Human Data
"(120, 3.0, 1079)",3.0,5.0,120,1.0,Human Data
"(120, 3.0, 1080)",3.0,6.0,120,1.0,Human Data
"(120, 3.0, 1081)",3.0,7.0,120,1.0,Human Data
"(120, 3.0, 7)",3.0,8.0,120,1.0,Human Data
"(120, 3.0, 8)",3.0,9.0,120,1.0,Human Data
"(120, 4.0, 1167)",4.0,1.0,120,1.0,Human Data
"(120, 4.0, 1168)",4.0,2.0,120,1.0,Human Data
"(120, 4.0, 1169)",4.0,3.0,120,1.0,Human Data
"(120, 4.0, 1170)",4.0,4.0,120,1.0,Human Data
"(120, 4.0, 1171)",4.0,5.0,120,1.0,Human Data
"(120, 4.0, 1172)",4.0,6.0,120,1.0,Human Data
"(120, 4.0, 1173)",4.0,7.0,120,1.0,Human Data
"(120, 4.0, 7)",4.0,8.0,120,1.0,Human Data
"(120, 4.0, 8)",4.0,9.0,120,1.0,Human Data
"(120, 5.0, 1032)",5.0,1.0,120,0.0,Human Data
"(120, 5.0, 1033)",5.0,2.0,120,1.0,Human Data
"(120, 5.0, 1034)",5.0,3.0,120,0.0,Human Data
"(120, 5.0, 1035)",5.0,4.0,120,1.0,Human Data
"(120, 5.0, 1036)",5.0,5.0,120,1.0,Human Data
"(120, 5.0, 1037)",5.0,6.0,120,0.0,Human Data
"(120, 5.0, 1038)",5.0,7.0,120,1.0,Human Data
"(120, 5.0, 1039)",5.0,8.0,120,1.0,Human Data
"(120, 5.0, 1040)",5.0,9.0,120,1.0,Human Data
"(120, 6.0, 1151)",6.0,1.0,120,0.0,Human Data
"(120, 6.0, 1152)",6.0,2.0,120,0.0,Human Data
"(120, 6.0, 1153)",6.0,3.0,120,1.0,Human Data
"(120, 6.0, 1154)",6.0,4.0,120,1.0,Human Data
"(120, 6.0, 1155)",6.0,5.0,120,1.0,Human Data
"(120, 6.0, 1156)",6.0,6.0,120,0.0,Human Data
"(120, 6.0, 1157)",6.0,7.0,120,1.0,Human Data
"(120, 6.0, 1158)",6.0,8.0,120,0.0,Human Data
"(120, 6.0, 1159)",6.0,9.0,120,1.0,Human Data
"(120, 7.0, 1005)",7.0,1.0,120,0.0,Human Data
"(120, 7.0, 1006)",7.0,2.0,120,1.0,Human Data
"(120, 7.0, 1007)",7.0,3.0,120,1.0,Human Data
"(120, 7.0, 1008)",7.0,4.0,120,1.0,Human Data
"(120, 7.0, 1009)",7.0,5.0,120,1.0,Human Data
"(120, 7.0, 1010)",7.0,6.0,120,0.0,Human Data
"(120, 7.0, 1011)",7.0,7.0,120,0.0,Human Data
"(120, 7.0, 1012)",7.0,8.0,120,0.0,Human Data
"(120, 7.0, 1013)",7.0,9.0,120,1.0,Human Data
"(120, 8.0, 1174)",8.0,1.0,120,0.0,Human Data
"(120, 8.0, 1175)",8.0,2.0,120,1.0,Human Data
"(120, 8.0, 1176)",8.0,3.0,120,0.0,Human Data
"(120, 8.0, 1177)",8.0,4.0,120,0.0,Human Data
"(120, 8.0, 1178)",8.0,5.0,120,1.0,Human Data
"(120, 8.0, 1179)",8.0,6.0,120,1.0,Human Data
"(120, 8.0, 1180)",8.0,7.0,120,1.0,Human Data
"(120, 8.0, 1181)",8.0,8.0,120,1.0,Human Data
"(120, 8.0, 1182)",8.0,9.0,120,1.0,Human Data
"(120, 9.0, 1048)",9.0,1.0,120,1.0,Human Data
"(120, 9.0, 1049)",9.0,2.0,120,0.0,Human Data
"(120, 9.0, 1050)",9.0,3.0,120,1.0,Human Data
"(120, 9.0, 1051)",9.0,4.0,120,1.0,Human Data
"(120, 9.0, 1052)",9.0,5.0,120,1.0,Human Data
"(120, 9.0, 1053)",9.0,6.0,120,1.0,Human Data
"(120, 9.0, 1054)",9.0,7.0,120,1.0,Human Data
"(120, 9.0, 1055)",9.0,8.0,120,1.0,Human Data
"(120, 9.0, 1056)",9.0,9.0,120,1.0,Human Data
"(120, 10.0, 1144)",10.0,1.0,120,1.0,Human Data
"(120, 10.0, 1145)",10.0,2.0,120,1.0,Human Data
"(120, 10.0, 1146)",10.0,3.0,120,1.0,Human Data
"(120, 10.0, 1147)",10.0,4.0,120,1.0,Human Data
"(120, 10.0, 1148)",10.0,5.0,120,1.0,Human Data
"(120, 10.0, 1149)",10.0,6.0,120,1.0,Human Data
"(120, 10.0, 1150)",10.0,7.0,120,1.0,Human Data
"(120, 10.0, 7)",10.0,8.0,120,1.0,Human Data
"(120, 10.0, 8)",10.0,9.0,120,1.0,Human Data
"(120, 11.0, 1160)",11.0,1.0,120,1.0,Human Data
"(120, 11.0, 1161)",11.0,2.0,120,1.0,Human Data
"(120, 11.0, 1162)",11.0,3.0,120,1.0,Human Data
"(120, 11.0, 1163)",11.0,4.0,120,1.0,Human Data
"(120, 11.0, 1164)",11.0,5.0,120,1.0,Human Data
"(120, 11.0, 1165)",11.0,6.0,120,1.0,Human Data
"(120, 11.0, 1166)",11.0,7.0,120,1.0,Human Data
"(120, 11.0, 7)",11.0,8.0,120,1.0,Human Data
"(120, 11.0, 8)",11.0,9.0,120,1.0,Human Data
"(120, 12.0, 1041)",12.0,1.0,120,1.0,Human Data
"(120, 12.0, 1042)",12.0,2.0,120,1.0,Human Data
"(120, 12.0, 1043)",12.0,3.0,120,1.0,Human Data
"(120, 12.0, 1044)",12.0,4.0,120,1.0,Human Data
"(120, 12.0, 1045)",12.0,5.0,120,1.0,Human Data
"(120, 12.0, 1046)",12.0,6.0,120,1.0,Human Data
"(120, 12.0, 1047)",12.0,7.0,120,1.0,Human Data
"(120, 12.0, 7)",12.0,8.0,120,1.0,Human Data
"(120, 12.0, 8)",12.0,9.0,120,1.0,Human Data
"(120, 13.0, 1099)",13.0,1.0,120,1.0,Human Data
"(120, 13.0, 1100)",13.0,2.0,120,1.0,Human Data
"(120, 13.0, 1101)",13.0,3.0,120,1.0,Human Data
"(120, 13.0, 1102)",13.0,4.0,120,0.0,Human Data
"(120, 13.0, 1103)",13.0,5.0,120,1.0,Human Data
"(120, 13.0, 1104)",13.0,6.0,120,1.0,Human Data
"(120, 13.0, 1105)",13.0,7.0,120,1.0,Human Data
"(120, 13.0, 1106)",13.0,8.0,120,1.0,Human Data
"(120, 13.0, 1107)",13.0,9.0,120,0.0,Human Data
"(120, 14.0, 996)",14.0,1.0,120,0.0,Human Data
"(120, 14.0, 997)",14.0,2.0,120,0.0,Human Data
"(120, 14.0, 998)",14.0,3.0,120,1.0,Human Data
"(120, 14.0, 999)",14.0,4.0,120,1.0,Human Data
"(120, 14.0, 1000)",14.0,5.0,120,0.0,Human Data
"(120, 14.0, 1001)",14.0,6.0,120,1.0,Human Data
"(120, 14.0, 1002)",14.0,7.0,120,1.0,Human Data
"(120, 14.0, 1003)",14.0,8.0,120,1.0,Human Data
"(120, 14.0, 1004)",14.0,9.0,120,0.0,Human Data
"(120, 15.0, 1057)",15.0,1.0,120,1.0,Human Data
"(120, 15.0, 1058)",15.0,2.0,120,0.0,Human Data
"(120, 15.0, 1059)",15.0,3.0,120,1.0,Human Data
"(120, 15.0, 1060)",15.0,4.0,120,1.0,Human Data
"(120, 15.0, 1061)",15.0,5.0,120,1.0,Human Data
"(120, 15.0, 1062)",15.0,6.0,120,1.0,Human Data
"(120, 15.0, 1063)",15.0,7.0,120,1.0,Human Data
"(120, 15.0, 1064)",15.0,8.0,120,1.0,Human Data
"(120, 15.0, 1065)",15.0,9.0,120,1.0,Human Data
"(120, 16.0, 1183)",16.0,1.0,120,1.0,Human Data
"(120, 16.0, 1184)",16.0,2.0,120,0.0,Human Data
"(120, 16.0, 1185)",16.0,3.0,120,1.0,Human Data
"(120, 16.0, 1186)",16.0,4.0,120,0.0,Human Data
"(120, 16.0, 1187)",16.0,5.0,120,0.0,Human Data
"(120, 16.0, 1188)",16.0,6.0,120,1.0,Human Data
"(120, 16.0, 1189)",16.0,7.0,120,1.0,Human Data
"(120, 16.0, 1190)",16.0,8.0,120,1.0,Human Data
"(120, 16.0, 1191)",16.0,9.0,120,0.0,Human Data
"(120, 17.0, 1108)",17.0,1.0,120,1.0,Human Data
"(120, 17.0, 1109)",17.0,2.0,120,0.0,Human Data
"(120, 17.0, 1110)",17.0,3.0,120,1.0,Human Data
"(120, 17.0, 1111)",17.0,4.0,120,0.0,Human Data
"(120, 17.0, 1112)",17.0,5.0,120,1.0,Human Data
"(120, 17.0, 1113)",17.0,6.0,120,1.0,Human Data
"(120, 17.0, 1114)",17.0,7.0,120,0.0,Human Data
"(120, 17.0, 1115)",17.0,8.0,120,0.0,Human Data
"(120, 17.0, 1116)",17.0,9.0,120,1.0,Human Data
"(120, 18.0, 1135)",18.0,1.0,120,0.0,Human Data
"(120, 18.0, 1136)",18.0,2.0,120,1.0,Human Data
"(120, 18.0, 1137)",18.0,3.0,120,1.0,Human Data
"(120, 18.0, 1138)",18.0,4.0,120,0.0,Human Data
"(120, 18.0, 1139)",18.0,5.0,120,1.0,Human Data
"(120, 18.0, 1140)",18.0,6.0,120,1.0,Human Data
"(120, 18.0, 1141)",18.0,7.0,120,0.0,Human Data
"(120, 18.0, 1142)",18.0,8.0,120,0.0,Human Data
"(120, 18.0, 1143)",18.0,9.0,120,0.0,Human Data
"(120, 19.0, 1082)",19.0,1.0,120,1.0,Human Data
"(120, 19.0, 1083)",19.0,2.0,120,1.0,Human Data
"(120, 19.0, 1084)",19.0,3.0,120,0.0,Human Data
"(120, 19.0, 1085)",19.0,4.0,120,1.0,Human Data
"(120, 19.0, 1086)",19.0,5.0,120,1.0,Human Data
"(120, 19.0, 1087)",19.0,6.0,120,1.0,Human Data
"(120, 19.0, 1088)",19.0,7.0,120,1.0,Human Data
"(120, 19.0, 1089)",19.0,8.0,120,0.0,Human Data
"(120, 19.0, 1090)",19.0,9.0,120,1.0,Human Data
"(120, 20.0, 1014)",20.0,1.0,120,0.0,Human Data
"(120, 20.0, 1015)",20.0,2.0,120,1.0,Human Data
"(120, 20.0, 1016)",20.0,3.0,120,0.0,Human Data
"(120, 20.0, 1017)",20.0,4.0,120,1.0,Human Data
"(120, 20.0, 1018)",20.0,5.0,120,1.0,Human Data
"(120, 20.0, 1019)",20.0,6.0,120,1.0,Human Data
"(120, 20.0, 1020)",20.0,7.0,120,1.0,Human Data
"(120, 20.0, 1021)",20.0,8.0,120,0.0,Human Data
"(120, 20.0, 1022)",20.0,9.0,120,1.0,Human Data
"(120, 21.0, 1117)",21.0,1.0,120,1.0,Human Data
"(120, 21.0, 1118)",21.0,2.0,120,1.0,Human Data
"(120, 21.0, 1119)",21.0,3.0,120,1.0,Human Data
"(120, 21.0, 1120)",21.0,4.0,120,0.0,Human Data
"(120, 21.0, 1121)",21.0,5.0,120,1.0,Human Data
"(120, 21.0, 1122)",21.0,6.0,120,1.0,Human Data
"(120, 21.0, 1123)",21.0,7.0,120,0.0,Human Data
"(120, 21.0, 1124)",21.0,8.0,120,1.0,Human Data
"(120, 21.0, 1125)",21.0,9.0,120,1.0,Human Data
"(120, 22.0, 1023)",22.0,1.0,120,1.0,Human Data
"(120, 22.0, 1024)",22.0,2.0,120,0.0,Human Data
"(120, 22.0, 1025)",22.0,3.0,120,1.0,Human Data
"(120, 22.0, 1026)",22.0,4.0,120,1.0,Human Data
"(120, 22.0, 1027)",22.0,5.0,120,1.0,Human Data
"(120, 22.0, 1028)",22.0,6.0,120,1.0,Human Data
"(120, 22.0, 1029)",22.0,7.0,120,1.0,Human Data
"(120, 22.0, 1030)",22.0,8.0,120,1.0,Human Data
"(120, 22.0, 1031)",22.0,9.0,120,0.0,Human Data
"(120, 23.0, 1066)",23.0,1.0,120,0.0,Human Data
"(120, 23.0, 1067)",23.0,2.0,120,0.0,Human Data
"(120, 23.0, 1068)",23.0,3.0,120,1.0,Human Data
"(120, 23.0, 1069)",23.0,4.0,120,1.0,Human Data
"(120, 23.0, 1070)",23.0,5.0,120,1.0,Human Data
"(120, 23.0, 1071)",23.0,6.0,120,1.0,Human Data
"(120, 23.0, 1072)",23.0,7.0,120,0.0,Human Data
"(120, 23.0, 1073)",23.0,8.0,120,1.0,Human Data
"(120, 23.0, 1074)",23.0,9.0,120,1.0,Human Data
"(124, 1.0, 1249)",1.0,1.0,124,0.0,Human Data
"(124, 1.0, 1250)",1.0,2.0,124,0.0,Human Data
"(124, 1.0, 1251)",1.0,3.0,124,1.0,Human Data
"(124, 1.0, 1252)",1.0,4.0,124,1.0,Human Data
"(124, 1.0, 1253)",1.0,5.0,124,1.0,Human Data
"(124, 1.0, 1254)",1.0,6.0,124,1.0,Human Data
"(124, 1.0, 1255)",1.0,7.0,124,1.0,Human Data
"(124, 1.0, 1256)",1.0,8.0,124,1.0,Human Data
"(124, 1.0, 1257)",1.0,9.0,124,1.0,Human Data
"(124, 2.0, 1240)",2.0,1.0,124,0.0,Human Data
"(124, 2.0, 1241)",2.0,2.0,124,1.0,Human Data
"(124, 2.0, 1242)",2.0,3.0,124,0.0,Human Data
"(124, 2.0, 1243)",2.0,4.0,124,1.0,Human Data
"(124, 2.0, 1244)",2.0,5.0,124,1.0,Human Data
"(124, 2.0, 1245)",2.0,6.0,124,1.0,Human Data
"(124, 2.0, 1246)",2.0,7.0,124,1.0,Human Data
"(124, 2.0, 1247)",2.0,8.0,124,1.0,Human Data
"(124, 2.0, 1248)",2.0,9.0,124,1.0,Human Data
"(124, 3.0, 1351)",3.0,1.0,124,0.0,Human Data
"(124, 3.0, 1352)",3.0,2.0,124,1.0,Human Data
"(124, 3.0, 1353)",3.0,3.0,124,1.0,Human Data
"(124, 3.0, 1354)",3.0,4.0,124,1.0,Human Data
"(124, 3.0, 1355)",3.0,5.0,124,1.0,Human Data
"(124, 3.0, 1356)",3.0,6.0,124,1.0,Human Data
"(124, 3.0, 1357)",3.0,7.0,124,1.0,Human Data
"(124, 3.0, 1358)",3.0,8.0,124,1.0,Human Data
"(124, 3.0, 8)",3.0,9.0,124,1.0,Human Data
"(124, 4.0, 1224)",4.0,1.0,124,1.0,Human Data
"(124, 4.0, 1225)",4.0,2.0,124,1.0,Human Data
"(124, 4.0, 1226)",4.0,3.0,124,1.0,Human Data
"(124, 4.0, 1227)",4.0,4.0,124,1.0,Human Data
"(124, 4.0, 1228)",4.0,5.0,124,1.0,Human Data
"(124, 4.0, 1229)",4.0,6.0,124,1.0,Human Data
"(124, 4.0, 1230)",4.0,7.0,124,1.0,Human Data
"(124, 4.0, 7)",4.0,8.0,124,1.0,Human Data
"(124, 4.0, 8)",4.0,9.0,124,1.0,Human Data
"(124, 5.0, 1336)",5.0,1.0,124,1.0,Human Data
"(124, 5.0, 1337)",5.0,2.0,124,1.0,Human Data
"(124, 5.0, 1338)",5.0,3.0,124,1.0,Human Data
"(124, 5.0, 1339)",5.0,4.0,124,1.0,Human Data
"(124, 5.0, 1340)",5.0,5.0,124,1.0,Human Data
"(124, 5.0, 1341)",5.0,6.0,124,1.0,Human Data
"(124, 5.0, 1342)",5.0,7.0,124,1.0,Human Data
"(124, 5.0, 7)",5.0,8.0,124,1.0,Human Data
"(124, 5.0, 8)",5.0,9.0,124,1.0,Human Data
"(124, 6.0, 1294)",6.0,1.0,124,1.0,Human Data
"(124, 6.0, 1295)",6.0,2.0,124,1.0,Human Data
"(124, 6.0, 1296)",6.0,3.0,124,1.0,Human Data
"(124, 6.0, 1297)",6.0,4.0,124,0.0,Human Data
"(124, 6.0, 1298)",6.0,5.0,124,1.0,Human Data
"(124, 6.0, 1299)",6.0,6.0,124,1.0,Human Data
"(124, 6.0, 1300)",6.0,7.0,124,1.0,Human Data
"(124, 6.0, 1301)",6.0,8.0,124,0.0,Human Data
"(124, 6.0, 1302)",6.0,9.0,124,1.0,Human Data
"(124, 7.0, 1276)",7.0,1.0,124,1.0,Human Data
"(124, 7.0, 1277)",7.0,2.0,124,0.0,Human Data
"(124, 7.0, 1278)",7.0,3.0,124,1.0,Human Data
"(124, 7.0, 1279)",7.0,4.0,124,1.0,Human Data
"(124, 7.0, 1280)",7.0,5.0,124,1.0,Human Data
"(124, 7.0, 1281)",7.0,6.0,124,1.0,Human Data
"(124, 7.0, 1282)",7.0,7.0,124,1.0,Human Data
"(124, 7.0, 1283)",7.0,8.0,124,0.0,Human Data
"(124, 7.0, 1284)",7.0,9.0,124,1.0,Human Data
"(124, 8.0, 1343)",8.0,1.0,124,0.0,Human Data
"(124, 8.0, 1344)",8.0,2.0,124,1.0,Human Data
"(124, 8.0, 1345)",8.0,3.0,124,1.0,Human Data
"(124, 8.0, 1346)",8.0,4.0,124,1.0,Human Data
"(124, 8.0, 1347)",8.0,5.0,124,1.0,Human Data
"(124, 8.0, 1348)",8.0,6.0,124,1.0,Human Data
"(124, 8.0, 1349)",8.0,7.0,124,1.0,Human Data
"(124, 8.0, 1350)",8.0,8.0,124,1.0,Human Data
"(124, 8.0, 8)",8.0,9.0,124,1.0,Human Data
"(124, 9.0, 1192)",9.0,1.0,124,1.0,Human Data
"(124, 9.0, 1193)",9.0,2.0,124,1.0,Human Data
"(124, 9.0, 1194)",9.0,3.0,124,0.0,Human Data
"(124, 9.0, 1195)",9.0,4.0,124,0.0,Human Data
"(124, 9.0, 1196)",9.0,5.0,124,1.0,Human Data
"(124, 9.0, 1197)",9.0,6.0,124,1.0,Human Data
"(124, 9.0, 1198)",9.0,7.0,124,1.0,Human Data
"(124, 9.0, 1199)",9.0,8.0,124,1.0,Human Data
"(124, 9.0, 1200)",9.0,9.0,124,1.0,Human Data
"(124, 10.0, 1217)",10.0,1.0,124,1.0,Human Data
"(124, 10.0, 1218)",10.0,2.0,124,1.0,Human Data
"(124, 10.0, 1219)",10.0,3.0,124,1.0,Human Data
"(124, 10.0, 1220)",10.0,4.0,124,1.0,Human Data
"(124, 10.0, 1221)",10.0,5.0,124,1.0,Human Data
"(124, 10.0, 1222)",10.0,6.0,124,1.0,Human Data
"(124, 10.0, 1223)",10.0,7.0,124,1.0,Human Data
"(124, 10.0, 7)",10.0,8.0,124,1.0,Human Data
"(124, 10.0, 8)",10.0,9.0,124,1.0,Human Data
"(124, 11.0, 1319)",11.0,1.0,124,0.0,Human Data
"(124, 11.0, 1320)",11.0,2.0,124,1.0,Human Data
"(124, 11.0, 1321)",11.0,3.0,124,1.0,Human Data
"(124, 11.0, 1322)",11.0,4.0,124,1.0,Human Data
"(124, 11.0, 1323)",11.0,5.0,124,1.0,Human Data
"(124, 11.0, 1324)",11.0,6.0,124,1.0,Human Data
"(124, 11.0, 1325)",11.0,7.0,124,1.0,Human Data
"(124, 11.0, 1326)",11.0,8.0,124,1.0,Human Data
"(124, 11.0, 8)",11.0,9.0,124,1.0,Human Data
"(124, 12.0, 1267)",12.0,1.0,124,0.0,Human Data
"(124, 12.0, 1268)",12.0,2.0,124,0.0,Human Data
"(124, 12.0, 1269)",12.0,3.0,124,1.0,Human Data
"(124, 12.0, 1270)",12.0,4.0,124,1.0,Human Data
"(124, 12.0, 1271)",12.0,5.0,124,1.0,Human Data
"(124, 12.0, 1272)",12.0,6.0,124,1.0,Human Data
"(124, 12.0, 1273)",12.0,7.0,124,1.0,Human Data
"(124, 12.0, 1274)",12.0,8.0,124,1.0,Human Data
"(124, 12.0, 1275)",12.0,9.0,124,1.0,Human Data
"(124, 13.0, 1258)",13.0,1.0,124,1.0,Human Data
"(124, 13.0, 1259)",13.0,2.0,124,1.0,Human Data
"(124, 13.0, 1260)",13.0,3.0,124,0.0,Human Data
"(124, 13.0, 1261)",13.0,4.0,124,1.0,Human Data
"(124, 13.0, 1262)",13.0,5.0,124,1.0,Human Data
"(124, 13.0, 1263)",13.0,6.0,124,1.0,Human Data
"(124, 13.0, 1264)",13.0,7.0,124,1.0,Human Data
"(124, 13.0, 1265)",13.0,8.0,124,1.0,Human Data
"(124, 13.0, 1266)",13.0,9.0,124,1.0,Human Data
"(124, 14.0, 1231)",14.0,1.0,124,1.0,Human Data
"(124, 14.0, 1232)",14.0,2.0,124,0.0,Human Data
"(124, 14.0, 1233)",14.0,3.0,124,0.0,Human Data
"(124, 14.0, 1234)",14.0,4.0,124,1.0,Human Data
"(124, 14.0, 1235)",14.0,5.0,124,1.0,Human Data
"(124, 14.0, 1236)",14.0,6.0,124,1.0,Human Data
"(124, 14.0, 1237)",14.0,7.0,124,1.0,Human Data
"(124, 14.0, 1238)",14.0,8.0,124,1.0,Human Data
"(124, 14.0, 1239)",14.0,9.0,124,1.0,Human Data
"(124, 15.0, 1359)",15.0,1.0,124,1.0,Human Data
"(124, 15.0, 1360)",15.0,2.0,124,1.0,Human Data
"(124, 15.0, 1361)",15.0,3.0,124,1.0,Human Data
"(124, 15.0, 1362)",15.0,4.0,124,1.0,Human Data
"(124, 15.0, 1363)",15.0,5.0,124,1.0,Human Data
"(124, 15.0, 1364)",15.0,6.0,124,1.0,Human Data
"(124, 15.0, 1365)",15.0,7.0,124,1.0,Human Data
"(124, 15.0, 7)",15.0,8.0,124,1.0,Human Data
"(124, 15.0, 8)",15.0,9.0,124,1.0,Human Data
"(124, 16.0, 1285)",16.0,1.0,124,1.0,Human Data
"(124, 16.0, 1286)",16.0,2.0,124,1.0,Human Data
"(124, 16.0, 1287)",16.0,3.0,124,1.0,Human Data
"(124, 16.0, 1288)",16.0,4.0,124,1.0,Human Data
"(124, 16.0, 1289)",16.0,5.0,124,0.0,Human Data
"(124, 16.0, 1290)",16.0,6.0,124,0.0,Human Data
"(124, 16.0, 1291)",16.0,7.0,124,1.0,Human Data
"(124, 16.0, 1292)",16.0,8.0,124,0.0,Human Data
"(124, 16.0, 1293)",16.0,9.0,124,1.0,Human Data
"(124, 17.0, 1327)",17.0,1.0,124,0.0,Human Data
"(124, 17.0, 1328)",17.0,2.0,124,0.0,Human Data
"(124, 17.0, 1329)",17.0,3.0,124,1.0,Human Data
"(124, 17.0, 1330)",17.0,4.0,124,1.0,Human Data
"(124, 17.0, 1331)",17.0,5.0,124,1.0,Human Data
"(124, 17.0, 1332)",17.0,6.0,124,1.0,Human Data
"(124, 17.0, 1333)",17.0,7.0,124,1.0,Human Data
"(124, 17.0, 1334)",17.0,8.0,124,1.0,Human Data
"(124, 17.0, 1335)",17.0,9.0,124,1.0,Human Data
"(124, 18.0, 1208)",18.0,1.0,124,1.0,Human Data
"(124, 18.0, 1209)",18.0,2.0,124,1.0,Human Data
"(124, 18.0, 1210)",18.0,3.0,124,1.0,Human Data
"(124, 18.0, 1211)",18.0,4.0,124,0.0,Human Data
"(124, 18.0, 1212)",18.0,5.0,124,1.0,Human Data
"(124, 18.0, 1213)",18.0,6.0,124,1.0,Human Data
"(124, 18.0, 1214)",18.0,7.0,124,0.0,Human Data
"(124, 18.0, 1215)",18.0,8.0,124,1.0,Human Data
"(124, 18.0, 1216)",18.0,9.0,124,1.0,Human Data
"(124, 19.0, 1373)",19.0,1.0,124,1.0,Human Data
"(124, 19.0, 1374)",19.0,2.0,124,1.0,Human Data
"(124, 19.0, 1375)",19.0,3.0,124,1.0,Human Data
"(124, 19.0, 1376)",19.0,4.0,124,1.0,Human Data
"(124, 19.0, 1377)",19.0,5.0,124,1.0,Human Data
"(124, 19.0, 1378)",19.0,6.0,124,1.0,Human Data
"(124, 19.0, 1379)",19.0,7.0,124,1.0,Human Data
"(124, 19.0, 7)",19.0,8.0,124,1.0,Human Data
"(124, 19.0, 8)",19.0,9.0,124,1.0,Human Data
"(124, 20.0, 1366)",20.0,1.0,124,1.0,Human Data
"(124, 20.0, 1367)",20.0,2.0,124,1.0,Human Data
"(124, 20.0, 1368)",20.0,3.0,124,1.0,Human Data
"(124, 20.0, 1369)",20.0,4.0,124,1.0,Human Data
"(124, 20.0, 1370)",20.0,5.0,124,1.0,Human Data
